date,day,month,altitude,depth,probability
15.apr,15,4,350,32.55272727,0.655172414
15.apr,15,4,450,54.09354839,0.724137931
15.apr,15,4,550,64.98333333,0.793103448
16.apr,16,4,50,0,0.034482759
16.apr,16,4,150,0.080451128,0.172413793
16.apr,16,4,250,0.458823529,0.413793103
16.apr,16,4,350,28.01272727,0.586206897
16.apr,16,4,450,48.84516129,0.724137931
16.apr,16,4,550,60.9,0.75862069
17.apr,17,4,50,0,0.034482759
17.apr,17,4,150,0,0.172413793
17.apr,17,4,250,0.216470588,0.344827586
17.apr,17,4,350,23.98818182,0.586206897
17.apr,17,4,450,43.99516129,0.689655172
17.apr,17,4,550,57.73333333,0.793103448
18.apr,18,4,50,0,0.034482759
18.apr,18,4,150,0,0.172413793
18.apr,18,4,250,0.112941176,0.379310345
18.apr,18,4,350,20.74454545,0.551724138
18.apr,18,4,450,39.85,0.689655172
18.apr,18,4,550,54.83333333,0.75862069
19.apr,19,4,50,0,0.034482759
19.apr,19,4,150,0,0.172413793
19.apr,19,4,250,0.054117647,0.379310345
19.apr,19,4,350,17.61363636,0.551724138
19.apr,19,4,450,35.50967742,0.689655172
19.apr,19,4,550,50.78333333,0.724137931
20.apr,20,4,50,0,0.034482759
20.apr,20,4,150,0,0.137931034
20.apr,20,4,250,0.034117647,0.379310345
20.apr,20,4,350,14.57363636,0.551724138
20.apr,20,4,450,30.92580645,0.655172414
20.apr,20,4,550,45.88333333,0.724137931
21.apr,21,4,50,0,0.034482759
21.apr,21,4,150,0,0.137931034
21.apr,21,4,250,0.004705882,0.310344828
21.apr,21,4,350,11.73,0.517241379
21.apr,21,4,450,26.22741935,0.620689655
21.apr,21,4,550,40.1,0.689655172
22.apr,22,4,50,0,0
22.apr,22,4,150,0,0.103448276
22.apr,22,4,250,0,0.206896552
22.apr,22,4,350,9.05,0.482758621
22.apr,22,4,450,21.33870968,0.620689655
22.apr,22,4,550,33.73333333,0.655172414
23.apr,23,4,50,0,0
23.apr,23,4,150,0,0.103448276
23.apr,23,4,250,0.072941176,0.206896552
23.apr,23,4,350,7.012727273,0.482758621
23.apr,23,4,450,17.38870968,0.620689655
23.apr,23,4,550,28.16666667,0.655172414
24.apr,24,4,50,0,0
24.apr,24,4,150,0,0.103448276
24.apr,24,4,250,0,0.206896552
24.apr,24,4,350,6.009090909,0.448275862
24.apr,24,4,450,15.45806452,0.586206897
24.apr,24,4,550,23.26666667,0.655172414
25.apr,25,4,50,0,0
25.apr,25,4,150,0,0.103448276
25.apr,25,4,250,0,0.172413793
25.apr,25,4,350,5.061818182,0.448275862
25.apr,25,4,450,13.73548387,0.586206897
25.apr,25,4,550,23.16666667,0.620689655
26.apr,26,4,50,0,0
26.apr,26,4,150,0,0.103448276
26.apr,26,4,250,0,0.137931034
26.apr,26,4,350,4.382727273,0.413793103
26.apr,26,4,450,12.64516129,0.551724138
26.apr,26,4,550,22.51666667,0.620689655
27.apr,27,4,50,0,0
27.apr,27,4,150,0,0.103448276
27.apr,27,4,250,0,0.137931034
27.apr,27,4,350,4.097272727,0.413793103
27.apr,27,4,450,13.95967742,0.551724138
27.apr,27,4,550,25.81666667,0.586206897
28.apr,28,4,50,0,0
28.apr,28,4,150,0,0.103448276
28.apr,28,4,250,0,0.137931034
28.apr,28,4,350,2.320909091,0.344827586
28.apr,28,4,450,10.07580645,0.517241379
28.apr,28,4,550,21.81666667,0.586206897
29.apr,29,4,50,0,0
29.apr,29,4,150,0,0.068965517
29.apr,29,4,250,0,0.137931034
29.apr,29,4,350,1.115454545,0.344827586
29.apr,29,4,450,6.508064516,0.482758621
29.apr,29,4,550,23.01666667,0.551724138
30.apr,30,4,50,0,0
30.apr,30,4,150,0,0
30.apr,30,4,250,0,0.137931034
30.apr,30,4,350,0.717272727,0.275862069
30.apr,30,4,450,4.129032258,0.448275862
30.apr,30,4,550,18.71666667,0.517241379
01.mai,1,5,50,0,0
01.mai,1,5,150,0,0
01.mai,1,5,250,0,0.137931034
01.mai,1,5,350,0.371818182,0.275862069
01.mai,1,5,450,2.65483871,0.413793103
01.mai,1,5,550,13.66666667,0.517241379
02.mai,2,5,50,0,0
02.mai,2,5,150,0,0
02.mai,2,5,250,0,0.137931034
02.mai,2,5,350,0.185454545,0.24137931
02.mai,2,5,450,1.688709677,0.413793103
02.mai,2,5,550,9.35,0.482758621
03.mai,3,5,50,0,0
03.mai,3,5,150,0,0
03.mai,3,5,250,0,0.103448276
03.mai,3,5,350,0.058181818,0.206896552
03.mai,3,5,450,0.95,0.310344828
03.mai,3,5,550,6.966666667,0.448275862
04.mai,4,5,50,0,0
04.mai,4,5,150,0,0
04.mai,4,5,250,0,0.103448276
04.mai,4,5,350,0.001818182,0.172413793
04.mai,4,5,450,0.440322581,0.310344828
04.mai,4,5,550,5.033333333,0.448275862
05.mai,5,5,50,0,0
05.mai,5,5,150,0,0
05.mai,5,5,250,0,0.068965517
05.mai,5,5,350,0,0.103448276
05.mai,5,5,450,0.188709677,0.275862069
05.mai,5,5,550,3.833333333,0.379310345
06.mai,6,5,50,0,0
06.mai,6,5,150,0,0
06.mai,6,5,250,0,0.068965517
06.mai,6,5,350,0,0.103448276
06.mai,6,5,450,0.062903226,0.24137931
06.mai,6,5,550,2.3,0.310344828
07.mai,7,5,50,0,0
07.mai,7,5,150,0,0
07.mai,7,5,250,0,0.034482759
07.mai,7,5,350,0,0.103448276
07.mai,7,5,450,0.009677419,0.172413793
07.mai,7,5,550,1.066666667,0.24137931
08.mai,8,5,50,0,0
08.mai,8,5,150,0,0
08.mai,8,5,250,0,0.034482759
08.mai,8,5,350,0,0.103448276
08.mai,8,5,450,0,0.137931034
08.mai,8,5,550,0.466666667,0.206896552
09.mai,9,5,50,0,0
09.mai,9,5,150,0,0
09.mai,9,5,250,0,0.034482759
09.mai,9,5,350,0,0.103448276
09.mai,9,5,450,0,0.137931034
09.mai,9,5,550,0.116666667,0.172413793
10.mai,10,5,50,0,0
10.mai,10,5,150,0,0
10.mai,10,5,250,0,0.034482759
10.mai,10,5,350,0,0.103448276
10.mai,10,5,450,0,0.103448276
10.mai,10,5,550,0,0.172413793
11.mai,11,5,50,0,0
11.mai,11,5,150,0,0
11.mai,11,5,250,0,0
11.mai,11,5,350,0,0.103448276
11.mai,11,5,450,0,0.103448276
11.mai,11,5,550,0,0.172413793
12.mai,12,5,50,0,0
12.mai,12,5,150,0,0
12.mai,12,5,250,0,0
12.mai,12,5,350,0,0.068965517
12.mai,12,5,450,0,0.103448276
12.mai,12,5,550,0,0.137931034
13.mai,13,5,50,0,0
13.mai,13,5,150,0,0
13.mai,13,5,250,0,0
13.mai,13,5,350,0,0.068965517
13.mai,13,5,450,0,0.137931034
13.mai,13,5,550,0,0.137931034
14.mai,14,5,50,0,0
14.mai,14,5,150,0,0
14.mai,14,5,250,0,0
14.mai,14,5,350,0,0.068965517
14.mai,14,5,450,0,0.068965517
14.mai,14,5,550,0,0.137931034
15.mai,15,5,50,0,0
15.mai,15,5,150,0,0
15.mai,15,5,250,0,0
15.mai,15,5,350,0,0.068965517
15.mai,15,5,450,0,0.068965517
15.mai,15,5,550,0,0.103448276
16.mai,16,5,50,0,0
16.mai,16,5,150,0,0
16.mai,16,5,250,0,0
16.mai,16,5,350,0,0.068965517
16.mai,16,5,450,0,0.068965517
16.mai,16,5,550,0,0.068965517
17.mai,17,5,50,0,0
17.mai,17,5,150,0,0
17.mai,17,5,250,0,0
17.mai,17,5,350,0,0.034482759
17.mai,17,5,450,0,0.068965517
17.mai,17,5,550,0,0.068965517
18.mai,18,5,50,0,0
18.mai,18,5,150,0,0
18.mai,18,5,250,0,0
18.mai,18,5,350,0,0.034482759
18.mai,18,5,450,0,0.068965517
18.mai,18,5,550,0,0.068965517
19.mai,19,5,50,0,0
19.mai,19,5,150,0,0
19.mai,19,5,250,0,0
19.mai,19,5,350,0,0.034482759
19.mai,19,5,450,0,0.068965517
19.mai,19,5,550,0,0.068965517
20.mai,20,5,50,0,0
20.mai,20,5,150,0,0
20.mai,20,5,250,0,0
20.mai,20,5,350,0,0
20.mai,20,5,450,0,0.068965517
20.mai,20,5,550,0,0.068965517
21.mai,21,5,50,0,0
21.mai,21,5,150,0,0
21.mai,21,5,250,0,0
21.mai,21,5,350,0,0
21.mai,21,5,450,0,0.034482759
21.mai,21,5,550,0,0.068965517
22.mai,22,5,50,0,0
22.mai,22,5,150,0,0
22.mai,22,5,250,0,0
22.mai,22,5,350,0,0
22.mai,22,5,450,0,0.034482759
22.mai,22,5,550,0,0.068965517
23.mai,23,5,50,0,0
23.mai,23,5,150,0,0
23.mai,23,5,250,0,0
23.mai,23,5,350,0,0
23.mai,23,5,450,0,0.034482759
23.mai,23,5,550,0,0.068965517
24.mai,24,5,50,0,0
24.mai,24,5,150,0,0
24.mai,24,5,250,0,0
24.mai,24,5,350,0,0
24.mai,24,5,450,0,0
24.mai,24,5,550,0,0.034482759
25.mai,25,5,50,0,0
25.mai,25,5,150,0,0
25.mai,25,5,250,0,0
25.mai,25,5,350,0,0
25.mai,25,5,450,0,0
25.mai,25,5,550,0,0.034482759
26.mai,26,5,50,0,0
26.mai,26,5,150,0,0
26.mai,26,5,250,0,0
26.mai,26,5,350,0,0
26.mai,26,5,450,0,0
26.mai,26,5,550,0,0.034482759
27.mai,27,5,50,0,0
27.mai,27,5,150,0,0
27.mai,27,5,250,0,0
27.mai,27,5,350,0,0
27.mai,27,5,450,0,0
27.mai,27,5,550,0,0
28.mai,28,5,50,0,0
28.mai,28,5,150,0,0
28.mai,28,5,250,0,0
28.mai,28,5,350,0,0
28.mai,28,5,450,0,0
28.mai,28,5,550,0,0
29.mai,29,5,50,0,0
29.mai,29,5,150,0,0
29.mai,29,5,250,0,0
29.mai,29,5,350,0,0
29.mai,29,5,450,0,0
29.mai,29,5,550,0,0
30.mai,30,5,50,0,0
30.mai,30,5,150,0,0
30.mai,30,5,250,0,0
30.mai,30,5,350,0,0
30.mai,30,5,450,0,0
30.mai,30,5,550,0,0
31.mai,31,5,50,0,0
31.mai,31,5,150,0,0
31.mai,31,5,250,0,0
31.mai,31,5,350,0,0
31.mai,31,5,450,0,0
31.mai,31,5,550,0,0
01.jun,1,6,50,0,0
01.jun,1,6,150,0,0
01.jun,1,6,250,0,0
01.jun,1,6,350,0,0
01.jun,1,6,450,0,0
01.jun,1,6,550,0,0
02.jun,2,6,50,0,0
02.jun,2,6,150,0,0
02.jun,2,6,250,0,0
02.jun,2,6,350,0,0
02.jun,2,6,450,0,0
02.jun,2,6,550,0,0
03.jun,3,6,50,0,0
03.jun,3,6,150,0,0
03.jun,3,6,250,0,0
03.jun,3,6,350,0,0
03.jun,3,6,450,0,0
03.jun,3,6,550,0,0
04.jun,4,6,50,0,0
04.jun,4,6,150,0,0
04.jun,4,6,250,0,0
04.jun,4,6,350,0,0
04.jun,4,6,450,0,0
04.jun,4,6,550,0,0
05.jun,5,6,50,0,0
05.jun,5,6,150,0,0
05.jun,5,6,250,0,0
05.jun,5,6,350,0,0
05.jun,5,6,450,0,0
05.jun,5,6,550,0,0
06.jun,6,6,50,0,0
06.jun,6,6,150,0,0
06.jun,6,6,250,0,0
06.jun,6,6,350,0,0
06.jun,6,6,450,0,0
06.jun,6,6,550,0,0
07.jun,7,6,50,0,0
07.jun,7,6,150,0,0
07.jun,7,6,250,0,0
07.jun,7,6,350,0,0
07.jun,7,6,450,0,0
07.jun,7,6,550,0,0
08.jun,8,6,50,0,0
08.jun,8,6,150,0,0
08.jun,8,6,250,0,0
08.jun,8,6,350,0,0
08.jun,8,6,450,0,0
08.jun,8,6,550,0,0
09.jun,9,6,50,0,0
09.jun,9,6,150,0,0
09.jun,9,6,250,0,0
09.jun,9,6,350,0,0
09.jun,9,6,450,0,0
09.jun,9,6,550,0,0
10.jun,10,6,50,0,0
10.jun,10,6,150,0,0
10.jun,10,6,250,0,0
10.jun,10,6,350,0,0
10.jun,10,6,450,0,0
10.jun,10,6,550,0,0
11.jun,11,6,50,0,0
11.jun,11,6,150,0,0
11.jun,11,6,250,0,0
11.jun,11,6,350,0,0
11.jun,11,6,450,0,0
11.jun,11,6,550,0,0
12.jun,12,6,50,0,0
12.jun,12,6,150,0,0
12.jun,12,6,250,0,0
12.jun,12,6,350,0,0
12.jun,12,6,450,0,0
12.jun,12,6,550,0,0
13.jun,13,6,50,0,0
13.jun,13,6,150,0,0
13.jun,13,6,250,0,0
13.jun,13,6,350,0,0
13.jun,13,6,450,0,0
13.jun,13,6,550,0,0
14.jun,14,6,50,0,0
14.jun,14,6,150,0,0
14.jun,14,6,250,0,0
14.jun,14,6,350,0,0
14.jun,14,6,450,0,0
14.jun,14,6,550,0,0
15.jun,15,6,50,0,0
15.jun,15,6,150,0,0
15.jun,15,6,250,0,0
15.jun,15,6,350,0,0
15.jun,15,6,450,0,0
15.jun,15,6,550,0,0
16.jun,16,6,50,0,0
16.jun,16,6,150,0,0
16.jun,16,6,250,0,0
16.jun,16,6,350,0,0
16.jun,16,6,450,0,0
16.jun,16,6,550,0,0
17.jun,17,6,50,0,0
17.jun,17,6,150,0,0
17.jun,17,6,250,0,0
17.jun,17,6,350,0,0
17.jun,17,6,450,0,0
17.jun,17,6,550,0,0
18.jun,18,6,50,0,0
18.jun,18,6,150,0,0
18.jun,18,6,250,0,0
18.jun,18,6,350,0,0
18.jun,18,6,450,0,0
18.jun,18,6,550,0,0
19.jun,19,6,50,0,0
19.jun,19,6,150,0,0
19.jun,19,6,250,0,0
19.jun,19,6,350,0,0
19.jun,19,6,450,0,0
19.jun,19,6,550,0,0
20.jun,20,6,50,0,0
20.jun,20,6,150,0,0
20.jun,20,6,250,0,0
20.jun,20,6,350,0,0
20.jun,20,6,450,0,0
20.jun,20,6,550,0,0
21.jun,21,6,50,0,0
21.jun,21,6,150,0,0
21.jun,21,6,250,0,0
21.jun,21,6,350,0,0
21.jun,21,6,450,0,0
21.jun,21,6,550,0,0
22.jun,22,6,50,0,0
22.jun,22,6,150,0,0
22.jun,22,6,250,0,0
22.jun,22,6,350,0,0
22.jun,22,6,450,0,0
22.jun,22,6,550,0,0
23.jun,23,6,50,0,0
23.jun,23,6,150,0,0
23.jun,23,6,250,0,0
23.jun,23,6,350,0,0
23.jun,23,6,450,0,0
23.jun,23,6,550,0,0
24.jun,24,6,50,0,0
24.jun,24,6,150,0,0
24.jun,24,6,250,0,0
24.jun,24,6,350,0,0
24.jun,24,6,450,0,0
24.jun,24,6,550,0,0
25.jun,25,6,50,0,0
25.jun,25,6,150,0,0
25.jun,25,6,250,0,0
25.jun,25,6,350,0,0
25.jun,25,6,450,0,0
25.jun,25,6,550,0,0
26.jun,26,6,50,0,0
26.jun,26,6,150,0,0
26.jun,26,6,250,0,0
26.jun,26,6,350,0,0
26.jun,26,6,450,0,0
26.jun,26,6,550,0,0
27.jun,27,6,50,0,0
27.jun,27,6,150,0,0
27.jun,27,6,250,0,0
27.jun,27,6,350,0,0
27.jun,27,6,450,0,0
27.jun,27,6,550,0,0
28.jun,28,6,50,0,0
28.jun,28,6,150,0,0
28.jun,28,6,250,0,0
28.jun,28,6,350,0,0
28.jun,28,6,450,0,0
28.jun,28,6,550,0,0
29.jun,29,6,50,0,0
29.jun,29,6,150,0,0
29.jun,29,6,250,0,0
29.jun,29,6,350,0,0
29.jun,29,6,450,0,0
29.jun,29,6,550,0,0
30.jun,30,6,50,0,0
30.jun,30,6,150,0,0
30.jun,30,6,250,0,0
30.jun,30,6,350,0,0
30.jun,30,6,450,0,0
30.jun,30,6,550,0,0
01.jul,1,7,50,0,0
01.jul,1,7,150,0,0
01.jul,1,7,250,0,0
01.jul,1,7,350,0,0
01.jul,1,7,450,0,0
01.jul,1,7,550,0,0
02.jul,2,7,50,0,0
02.jul,2,7,150,0,0
02.jul,2,7,250,0,0
02.jul,2,7,350,0,0
02.jul,2,7,450,0,0
02.jul,2,7,550,0,0
03.jul,3,7,50,0,0
03.jul,3,7,150,0,0
03.jul,3,7,250,0,0
03.jul,3,7,350,0,0
03.jul,3,7,450,0,0
03.jul,3,7,550,0,0
04.jul,4,7,50,0,0
04.jul,4,7,150,0,0
04.jul,4,7,250,0,0
04.jul,4,7,350,0,0
04.jul,4,7,450,0,0
04.jul,4,7,550,0,0
05.jul,5,7,50,0,0
05.jul,5,7,150,0,0
05.jul,5,7,250,0,0
05.jul,5,7,350,0,0
05.jul,5,7,450,0,0
05.jul,5,7,550,0,0
06.jul,6,7,50,0,0
06.jul,6,7,150,0,0
06.jul,6,7,250,0,0
06.jul,6,7,350,0,0
06.jul,6,7,450,0,0
06.jul,6,7,550,0,0
07.jul,7,7,50,0,0
07.jul,7,7,150,0,0
07.jul,7,7,250,0,0
07.jul,7,7,350,0,0
07.jul,7,7,450,0,0
07.jul,7,7,550,0,0
08.jul,8,7,50,0,0
08.jul,8,7,150,0,0
08.jul,8,7,250,0,0
08.jul,8,7,350,0,0
08.jul,8,7,450,0,0
08.jul,8,7,550,0,0
09.jul,9,7,50,0,0
09.jul,9,7,150,0,0
09.jul,9,7,250,0,0
09.jul,9,7,350,0,0
09.jul,9,7,450,0,0
09.jul,9,7,550,0,0
10.jul,10,7,50,0,0
10.jul,10,7,150,0,0
10.jul,10,7,250,0,0
10.jul,10,7,350,0,0
10.jul,10,7,450,0,0
10.jul,10,7,550,0,0
11.jul,11,7,50,0,0
11.jul,11,7,150,0,0
11.jul,11,7,250,0,0
11.jul,11,7,350,0,0
11.jul,11,7,450,0,0
11.jul,11,7,550,0,0
12.jul,12,7,50,0,0
12.jul,12,7,150,0,0
12.jul,12,7,250,0,0
12.jul,12,7,350,0,0
12.jul,12,7,450,0,0
12.jul,12,7,550,0,0
13.jul,13,7,50,0,0
13.jul,13,7,150,0,0
13.jul,13,7,250,0,0
13.jul,13,7,350,0,0
13.jul,13,7,450,0,0
13.jul,13,7,550,0,0
14.jul,14,7,50,0,0
14.jul,14,7,150,0,0
14.jul,14,7,250,0,0
14.jul,14,7,350,0,0
14.jul,14,7,450,0,0
14.jul,14,7,550,0,0
15.jul,15,7,50,0,0
15.jul,15,7,150,0,0
15.jul,15,7,250,0,0
15.jul,15,7,350,0,0
15.jul,15,7,450,0,0
15.jul,15,7,550,0,0
16.jul,16,7,50,0,0
16.jul,16,7,150,0,0
16.jul,16,7,250,0,0
16.jul,16,7,350,0,0
16.jul,16,7,450,0,0
16.jul,16,7,550,0,0
17.jul,17,7,50,0,0
17.jul,17,7,150,0,0
17.jul,17,7,250,0,0
17.jul,17,7,350,0,0
17.jul,17,7,450,0,0
17.jul,17,7,550,0,0
18.jul,18,7,50,0,0
18.jul,18,7,150,0,0
18.jul,18,7,250,0,0
18.jul,18,7,350,0,0
18.jul,18,7,450,0,0
18.jul,18,7,550,0,0
19.jul,19,7,50,0,0
19.jul,19,7,150,0,0
19.jul,19,7,250,0,0
19.jul,19,7,350,0,0
19.jul,19,7,450,0,0
19.jul,19,7,550,0,0
20.jul,20,7,50,0,0
20.jul,20,7,150,0,0
20.jul,20,7,250,0,0
20.jul,20,7,350,0,0
20.jul,20,7,450,0,0
20.jul,20,7,550,0,0
21.jul,21,7,50,0,0
21.jul,21,7,150,0,0
21.jul,21,7,250,0,0
21.jul,21,7,350,0,0
21.jul,21,7,450,0,0
21.jul,21,7,550,0,0
22.jul,22,7,50,0,0
22.jul,22,7,150,0,0
22.jul,22,7,250,0,0
22.jul,22,7,350,0,0
22.jul,22,7,450,0,0
22.jul,22,7,550,0,0
23.jul,23,7,50,0,0
23.jul,23,7,150,0,0
23.jul,23,7,250,0,0
23.jul,23,7,350,0,0
23.jul,23,7,450,0,0
23.jul,23,7,550,0,0
24.jul,24,7,50,0,0
24.jul,24,7,150,0,0
24.jul,24,7,250,0,0
24.jul,24,7,350,0,0
24.jul,24,7,450,0,0
24.jul,24,7,550,0,0
25.jul,25,7,50,0,0
25.jul,25,7,150,0,0
25.jul,25,7,250,0,0
25.jul,25,7,350,0,0
25.jul,25,7,450,0,0
25.jul,25,7,550,0,0
26.jul,26,7,50,0,0
26.jul,26,7,150,0,0
26.jul,26,7,250,0,0
26.jul,26,7,350,0,0
26.jul,26,7,450,0,0
26.jul,26,7,550,0,0
27.jul,27,7,50,0,0
27.jul,27,7,150,0,0
27.jul,27,7,250,0,0
27.jul,27,7,350,0,0
27.jul,27,7,450,0,0
27.jul,27,7,550,0,0
28.jul,28,7,50,0,0
28.jul,28,7,150,0,0
28.jul,28,7,250,0,0
28.jul,28,7,350,0,0
28.jul,28,7,450,0,0
28.jul,28,7,550,0,0
29.jul,29,7,50,0,0
29.jul,29,7,150,0,0
29.jul,29,7,250,0,0
29.jul,29,7,350,0,0
29.jul,29,7,450,0,0
29.jul,29,7,550,0,0
30.jul,30,7,50,0,0
30.jul,30,7,150,0,0
30.jul,30,7,250,0,0
30.jul,30,7,350,0,0
30.jul,30,7,450,0,0
30.jul,30,7,550,0,0
31.jul,31,7,50,0,0
31.jul,31,7,150,0,0
31.jul,31,7,250,0,0
31.jul,31,7,350,0,0
31.jul,31,7,450,0,0
31.jul,31,7,550,0,0
01.aug,1,8,50,0,0
01.aug,1,8,150,0,0
01.aug,1,8,250,0,0
01.aug,1,8,350,0,0
01.aug,1,8,450,0,0
01.aug,1,8,550,0,0
02.aug,2,8,50,0,0
02.aug,2,8,150,0,0
02.aug,2,8,250,0,0
02.aug,2,8,350,0,0
02.aug,2,8,450,0,0
02.aug,2,8,550,0,0
03.aug,3,8,50,0,0
03.aug,3,8,150,0,0
03.aug,3,8,250,0,0
03.aug,3,8,350,0,0
03.aug,3,8,450,0,0
03.aug,3,8,550,0,0
04.aug,4,8,50,0,0
04.aug,4,8,150,0,0
04.aug,4,8,250,0,0
04.aug,4,8,350,0,0
04.aug,4,8,450,0,0
04.aug,4,8,550,0,0
05.aug,5,8,50,0,0
05.aug,5,8,150,0,0
05.aug,5,8,250,0,0
05.aug,5,8,350,0,0
05.aug,5,8,450,0,0
05.aug,5,8,550,0,0
06.aug,6,8,50,0,0
06.aug,6,8,150,0,0
06.aug,6,8,250,0,0
06.aug,6,8,350,0,0
06.aug,6,8,450,0,0
06.aug,6,8,550,0,0
07.aug,7,8,50,0,0
07.aug,7,8,150,0,0
07.aug,7,8,250,0,0
07.aug,7,8,350,0,0
07.aug,7,8,450,0,0
07.aug,7,8,550,0,0
08.aug,8,8,50,0,0
08.aug,8,8,150,0,0
08.aug,8,8,250,0,0
08.aug,8,8,350,0,0
08.aug,8,8,450,0,0
08.aug,8,8,550,0,0
09.aug,9,8,50,0,0
09.aug,9,8,150,0,0
09.aug,9,8,250,0,0
09.aug,9,8,350,0,0
09.aug,9,8,450,0,0
09.aug,9,8,550,0,0
10.aug,10,8,50,0,0
10.aug,10,8,150,0,0
10.aug,10,8,250,0,0
10.aug,10,8,350,0,0
10.aug,10,8,450,0,0
10.aug,10,8,550,0,0
11.aug,11,8,50,0,0
11.aug,11,8,150,0,0
11.aug,11,8,250,0,0
11.aug,11,8,350,0,0
11.aug,11,8,450,0,0
11.aug,11,8,550,0,0
12.aug,12,8,50,0,0
12.aug,12,8,150,0,0
12.aug,12,8,250,0,0
12.aug,12,8,350,0,0
12.aug,12,8,450,0,0
12.aug,12,8,550,0,0
13.aug,13,8,50,0,0
13.aug,13,8,150,0,0
13.aug,13,8,250,0,0
13.aug,13,8,350,0,0
13.aug,13,8,450,0,0
13.aug,13,8,550,0,0
14.aug,14,8,50,0,0
14.aug,14,8,150,0,0
14.aug,14,8,250,0,0
14.aug,14,8,350,0,0
14.aug,14,8,450,0,0
14.aug,14,8,550,0,0
15.aug,15,8,50,0,0
15.aug,15,8,150,0,0
15.aug,15,8,250,0,0
15.aug,15,8,350,0,0
15.aug,15,8,450,0,0
15.aug,15,8,550,0,0
16.aug,16,8,50,0,0
16.aug,16,8,150,0,0
16.aug,16,8,250,0,0
16.aug,16,8,350,0,0
16.aug,16,8,450,0,0
16.aug,16,8,550,0,0
17.aug,17,8,50,0,0
17.aug,17,8,150,0,0
17.aug,17,8,250,0,0
17.aug,17,8,350,0,0
17.aug,17,8,450,0,0
17.aug,17,8,550,0,0
18.aug,18,8,50,0,0
18.aug,18,8,150,0,0
18.aug,18,8,250,0,0
18.aug,18,8,350,0,0
18.aug,18,8,450,0,0
18.aug,18,8,550,0,0
19.aug,19,8,50,0,0
19.aug,19,8,150,0,0
19.aug,19,8,250,0,0
19.aug,19,8,350,0,0
19.aug,19,8,450,0,0
19.aug,19,8,550,0,0
20.aug,20,8,50,0,0
20.aug,20,8,150,0,0
20.aug,20,8,250,0,0
20.aug,20,8,350,0,0
20.aug,20,8,450,0,0
20.aug,20,8,550,0,0
21.aug,21,8,50,0,0
21.aug,21,8,150,0,0
21.aug,21,8,250,0,0
21.aug,21,8,350,0,0
21.aug,21,8,450,0,0
21.aug,21,8,550,0,0
22.aug,22,8,50,0,0
22.aug,22,8,150,0,0
22.aug,22,8,250,0,0
22.aug,22,8,350,0,0
22.aug,22,8,450,0,0
22.aug,22,8,550,0,0
23.aug,23,8,50,0,0
23.aug,23,8,150,0,0
23.aug,23,8,250,0,0
23.aug,23,8,350,0,0
23.aug,23,8,450,0,0
23.aug,23,8,550,0,0
24.aug,24,8,50,0,0
24.aug,24,8,150,0,0
24.aug,24,8,250,0,0
24.aug,24,8,350,0,0
24.aug,24,8,450,0,0
24.aug,24,8,550,0,0
25.aug,25,8,50,0,0
25.aug,25,8,150,0,0
25.aug,25,8,250,0,0
25.aug,25,8,350,0,0
25.aug,25,8,450,0,0
25.aug,25,8,550,0,0
26.aug,26,8,50,0,0
26.aug,26,8,150,0,0
26.aug,26,8,250,0,0
26.aug,26,8,350,0,0
26.aug,26,8,450,0,0
26.aug,26,8,550,0,0
27.aug,27,8,50,0,0
27.aug,27,8,150,0,0
27.aug,27,8,250,0,0
27.aug,27,8,350,0,0
27.aug,27,8,450,0,0
27.aug,27,8,550,0,0
28.aug,28,8,50,0,0
28.aug,28,8,150,0,0
28.aug,28,8,250,0,0
28.aug,28,8,350,0,0
28.aug,28,8,450,0,0
28.aug,28,8,550,0,0
29.aug,29,8,50,0,0
29.aug,29,8,150,0,0
29.aug,29,8,250,0,0
29.aug,29,8,350,0,0
29.aug,29,8,450,0,0
29.aug,29,8,550,0,0
30.aug,30,8,50,0,0
30.aug,30,8,150,0,0
30.aug,30,8,250,0,0
30.aug,30,8,350,0,0
30.aug,30,8,450,0,0
30.aug,30,8,550,0,0
01.sep,1,9,50,0,0
01.sep,1,9,150,0,0
01.sep,1,9,250,0,0
01.sep,1,9,350,0,0
01.sep,1,9,450,0,0
01.sep,1,9,550,0,0
02.sep,2,9,50,0,0
02.sep,2,9,150,0,0
02.sep,2,9,250,0,0
02.sep,2,9,350,0,0
02.sep,2,9,450,0,0
02.sep,2,9,550,0,0
03.sep,3,9,50,0,0
03.sep,3,9,150,0,0
03.sep,3,9,250,0,0
03.sep,3,9,350,0,0
03.sep,3,9,450,0,0
03.sep,3,9,550,0,0
04.sep,4,9,50,0,0
04.sep,4,9,150,0,0
04.sep,4,9,250,0,0
04.sep,4,9,350,0,0
04.sep,4,9,450,0,0
04.sep,4,9,550,0,0
05.sep,5,9,50,0,0
05.sep,5,9,150,0,0
05.sep,5,9,250,0,0
05.sep,5,9,350,0,0
05.sep,5,9,450,0,0
05.sep,5,9,550,0,0
06.sep,6,9,50,0,0
06.sep,6,9,150,0,0
06.sep,6,9,250,0,0
06.sep,6,9,350,0,0
06.sep,6,9,450,0,0
06.sep,6,9,550,0,0
07.sep,7,9,50,0,0
07.sep,7,9,150,0,0
07.sep,7,9,250,0,0
07.sep,7,9,350,0,0
07.sep,7,9,450,0,0
07.sep,7,9,550,0,0
08.sep,8,9,50,0,0
08.sep,8,9,150,0,0
08.sep,8,9,250,0,0
